asn,name,cc,cone,verdict,apnic_score,dirty_feeds,total_feeds,atlas_result,apnic_stdev,apnic_min90,apnic_max90
48014,Albanian Hosting SH.P.K.,AL,5,VULNERABLE STABLE,0.0,5,5,,-1.0,-1.0,-1.0
47973,Digital Realty Netherlands B.V.,NL,5,PASSIVE (Clean Pipe),-1.0,0,3,,-1.0,-1.0,-1.0
42773,Nemerov Evgeniy Vladimirovish PE,RU,5,VULNERABLE STABLE,-1.0,4,4,,-1.0,-1.0,-1.0
42673,Skyware Sp. z o.o.,PL,5,PARTIAL: VULNERABLE (Mixed),0.21,1,3,,-1.0,-1.0,-1.0
819,LARG*net London and Region Global Computer Network,CA,5,PARTIAL: VULNERABLE (Mixed),-1.0,1,4,,-1.0,-1.0,-1.0
198150,SIACOM JSC,GE,5,PARTIAL: VULNERABLE (Mixed),-1.0,1,3,,-1.0,-1.0,-1.0
27715,Locaweb Serviços de Internet S/A,BR,5,PARTIAL: VULNERABLE (Mixed),-1.0,2,7,,-1.0,-1.0,-1.0
42615,June Slater,US,5,PASSIVE (Clean Pipe),-1.0,0,3,,-1.0,-1.0,-1.0
43197,MegaFon Tajikistan,TJ,5,PARTIAL: VULNERABLE (Mixed),1.11,3,4,,-1.0,-1.0,-1.0
264112,CAMON PROVEDOR,BR,5,PASSIVE (Clean Pipe),0.3,0,2,,-1.0,-1.0,-1.0
264544,SUPER NOVA TELECOM LTDA,BR,5,PARTIAL: VULNERABLE (Mixed),0.0,1,3,,-1.0,-1.0,-1.0
47895,"LTD ""Erline""",RU,5,PARTIAL: VULNERABLE (Mixed),-1.0,1,3,,-1.0,-1.0,-1.0
7629,"Vitro, Inc.",PH,5,PARTIAL: VULNERABLE (Mixed),-1.0,1,2,,-1.0,-1.0,-1.0
262821,PHS INTERNET E SUPRIMENTOS LTDA - ME,BR,5,PARTIAL: VULNERABLE (Mixed),0.0,2,4,,-1.0,-1.0,-1.0
32475,Internap Holding LLC,US,5,PARTIAL: VULNERABLE (Mixed),-1.0,7,9,,-1.0,-1.0,-1.0
1955,KIFU (Governmental Info Tech Development Agency),HU,5,PARTIAL: VULNERABLE (Mixed),3.85,1,4,,-1.0,-1.0,-1.0
31655,Gamma Telecom Holdings Ltd,GB,5,ACTIVE UNSTABLE,98.47,0,2,,47.5,0.2,98.6
30818,Advania Ísland ehf (Advania Transit),IS,5,PASSIVE (Clean Pipe),-1.0,0,3,,-1.0,-1.0,-1.0
28142,DIGITAL DESIGN SERVIÇOS DE TELECOMUNICAÇÕES EIRELI,BR,5,PARTIAL: VULNERABLE (Mixed),69.52,1,2,,27.2,0.0,73.5
3128,University of Wisconsin System,US,5,PARTIAL: VULNERABLE (Mixed),99.6,2,5,,0.2,99.0,100.0
11290,Cogeco Connexion inc,CA,5,PASSIVE (Clean Pipe),0.28,0,4,,-1.0,-1.0,-1.0
31277,OOO New Line Telecom,RU,5,VULNERABLE STABLE,-1.0,4,4,,-1.0,-1.0,-1.0
271145,Piauí Link LTDA,BR,5,VULNERABLE STABLE,0.61,3,3,,-1.0,-1.0,-1.0
4842,Tianhai InfoTech,CN,5,PARTIAL: VULNERABLE (Mixed),-1.0,1,3,,-1.0,-1.0,-1.0
262632,Graja Fibra,BR,5,PASSIVE (Clean Pipe),0.0,0,1,,-1.0,-1.0,-1.0
263077,RazaoInfo Internet Ltda,BR,5,PARTIAL: VULNERABLE (Mixed),0.46,1,3,,-1.0,-1.0,-1.0
18103,PT Prestasi Piranti Informasi,ID,5,PARTIAL: VULNERABLE (Mixed),1.84,6,7,,-1.0,-1.0,-1.0
47764,LLC VK (Mail.ru),RU,5,PARTIAL: VULNERABLE (Mixed),-1.0,6,12,,-1.0,-1.0,-1.0
47702,Teleradiocompany Discovery Ltd.,UA,5,PARTIAL: VULNERABLE (Mixed),65.56,1,4,,13.4,12.2,64.8
47478,MSTN CJSC,RU,5,PARTIAL: VULNERABLE (Mixed),-1.0,5,6,,-1.0,-1.0,-1.0
263684,Internet Services S.A.,AR,5,PASSIVE (Clean Pipe),4.23,0,3,,-1.0,-1.0,-1.0
20413,Chesconet,US,5,PASSIVE (Clean Pipe),98.0,0,2,,10.2,58.8,100.0
4777,Asia Pacific Network Information Centre,JP,5,PARTIAL: VULNERABLE (Mixed),-1.0,1,4,,-1.0,-1.0,-1.0
274685,Sernet,BR,5,PASSIVE (Clean Pipe),0.0,0,1,,-1.0,-1.0,-1.0
10881,FUNPAR - Fundacao da UFPR para o DCTC,BR,5,VULNERABLE STABLE,0.0,1,1,,-1.0,-1.0,-1.0
135269,Fast 4 Technologies,IN,5,VULNERABLE STABLE,0.07,2,2,,-1.0,-1.0,-1.0
198890,Albanian Fiber Telecommunications SHPK,AL,5,PARTIAL: VULNERABLE (Mixed),0.22,1,4,,-1.0,-1.0,-1.0
43404,Fastnet LLC,RU,5,PARTIAL: VULNERABLE (Mixed),-1.0,2,4,,-1.0,-1.0,-1.0
45916,Gujarat Telelink Pvt Ltd,IN,5,VULNERABLE STABLE,0.13,3,3,,-1.0,-1.0,-1.0
18914,ETS TELECOM,US,5,PARTIAL: VULNERABLE (Mixed),0.0,1,6,,-1.0,-1.0,-1.0
47165,Omskie kabelnye seti Ltd.,RU,5,PARTIAL: VULNERABLE (Mixed),-1.0,1,3,,-1.0,-1.0,-1.0
19257,SUBRIGO CORPORATION,US,5,PARTIAL: VULNERABLE (Mixed),-1.0,3,5,,-1.0,-1.0,-1.0
19229,Ensono LP,US,5,PASSIVE (Clean Pipe),-1.0,0,5,,-1.0,-1.0,-1.0
19050,U.S. Department of Health & Human Services,US,5,VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
45769,D-Vois Broadband Pvt Ltd,IN,5,VULNERABLE STABLE,0.12,5,5,,-1.0,-1.0,-1.0
137967,Digicon Telecommunication Ltd,BD,5,VULNERABLE STABLE,0.29,2,2,,-1.0,-1.0,-1.0
137127,Navkar Supertech Pvt Ltd,IN,5,VULNERABLE STABLE,0.11,5,5,,-1.0,-1.0,-1.0
11114,Wintek Corporation,US,5,PASSIVE (Clean Pipe),0.08,0,4,,-1.0,-1.0,-1.0
11071,InfoWest,US,5,PASSIVE (Clean Pipe),0.18,0,6,,-1.0,-1.0,-1.0
28118,ALTICE DOMINICANA S.A.,DO,5,PARTIAL: VULNERABLE (Mixed),0.53,1,7,,-1.0,-1.0,-1.0
31163,PJSC MegaFon,RU,5,PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0
31638,Lepida S.c.p.A.,IT,5,PARTIAL: VULNERABLE (Mixed),0.1,1,4,,-1.0,-1.0,-1.0
31424,Netrics AG,CH,5,PARTIAL: VULNERABLE (Mixed),-1.0,3,5,,-1.0,-1.0,-1.0
46261,"QuickPacket, LLC",US,5,PARTIAL: VULNERABLE (Mixed),9.84,2,7,,-1.0,-1.0,-1.0
263321,ILOGNET PROVEDOR,BR,5,PARTIAL: VULNERABLE (Mixed),0.0,1,2,,-1.0,-1.0,-1.0
263290,IMUNIDADE DIGITAL SERVICOS EM COMUNICACAO LTDA,BR,5,PARTIAL: VULNERABLE (Mixed),0.32,13,16,,-1.0,-1.0,-1.0
263258,INTERLIG TELECOM,BR,5,PARTIAL: VULNERABLE (Mixed),0.0,2,3,,-1.0,-1.0,-1.0
20080,Florida International University,US,5,PASSIVE (Clean Pipe),-1.0,0,3,,-1.0,-1.0,-1.0
44512,KONVERTO SPA,IT,5,PARTIAL: VULNERABLE (Mixed),0.16,1,3,,-1.0,-1.0,-1.0
197790,Actus S.A.,PL,5,PARTIAL: VULNERABLE (Mixed),-1.0,1,6,,-1.0,-1.0,-1.0
197451,Brno University of Technology,CZ,5,ACTIVE LOCAL ROV,100.0,0,3,,0.0,100.0,100.0
197133,MEDIACTIVE SAS,FR,5,PASSIVE (Clean Pipe),-1.0,0,5,,-1.0,-1.0,-1.0
139089,MT Networks LLC,MN,5,VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
140475,PT Citra Celebas Multimedia,ID,5,VULNERABLE STABLE,2.9,2,2,,-1.0,-1.0,-1.0
10778,MCL Internet,CL,5,PARTIAL: VULNERABLE (Mixed),-1.0,2,3,,-1.0,-1.0,-1.0
10437,Kentucky Regional Optical Network (KY-RON),US,5,VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
10352,Solarus,US,5,ACTIVE LOCAL ROV,99.89,0,2,,3.9,84.1,100.0
20394,Rainier Connect,US,5,PASSIVE (Clean Pipe),0.0,0,3,,-1.0,-1.0,-1.0
20355,REV,US,5,PARTIAL: VULNERABLE (Mixed),-1.0,1,2,,-1.0,-1.0,-1.0
29196,Inzhenernye seti - Telecom LLC,RU,5,PARTIAL: VULNERABLE (Mixed),-1.0,3,5,,-1.0,-1.0,-1.0
393954,CFN Services Inc.,US,5,VULNERABLE STABLE,-1.0,10,10,,-1.0,-1.0,-1.0
399646,Snaju Development,US,5,PARTIAL: VULNERABLE (Mixed),18.31,3,4,,-1.0,-1.0,-1.0
401661,"EMBNEX, LLC",US,5,VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
150279,PT Lintas Network Solusi,ID,5,VULNERABLE STABLE,0.43,4,4,,-1.0,-1.0,-1.0
140736,Edge Data Centres Pty Ltd,AU,5,PARTIAL: VULNERABLE (Mixed),-1.0,1,3,,-1.0,-1.0,-1.0
9607,"BroadBand Tower, Inc.",JP,5,ACTIVE LOCAL ROV,-1.0,0,4,,-1.0,-1.0,-1.0
147155,PT Gateway Internet Indonesia,ID,5,VULNERABLE STABLE,-1.0,3,3,,-1.0,-1.0,-1.0
151660,Neptune Internet,AU,5,PARTIAL: VULNERABLE (Mixed),93.9,1,2,,38.9,0.0,95.6
151336,Verge,NZ,5,PARTIAL: VULNERABLE (Mixed),-1.0,2,3,,-1.0,-1.0,-1.0
140384,PT Bitniaga Cipta Gemilang,ID,5,VULNERABLE STABLE,0.89,2,2,,-1.0,-1.0,-1.0
29608,OVEA SAS,FR,5,PARTIAL: VULNERABLE (Mixed),-1.0,1,5,,-1.0,-1.0,-1.0
263434,Akto Tecnologia - EIRELI - EPP,BR,5,PASSIVE (Clean Pipe),0.0,0,3,,-1.0,-1.0,-1.0
263396,BK Telecomunicações LTDA,BR,5,VULNERABLE STABLE,-1.0,2,2,,-1.0,-1.0,-1.0
263877,rede banda larga,BR,5,PARTIAL: VULNERABLE (Mixed),0.29,1,3,,-1.0,-1.0,-1.0
263478,DUFIBRANET TELECOM LTDA,BR,5,PARTIAL: VULNERABLE (Mixed),79.44,1,2,,25.7,22.6,100.0
207668,ITH sp. z o.o.,PL,5,PARTIAL: VULNERABLE (Mixed),-1.0,1,2,,-1.0,-1.0,-1.0
23175,PogoZone,US,5,ACTIVE LOCAL ROV,98.96,0,2,,7.2,64.3,100.0
22987,BrightRidge,US,5,PASSIVE (Clean Pipe),0.07,0,2,,-1.0,-1.0,-1.0
39199,Private Enterprise RadioNet,UA,5,VULNERABLE STABLE,0.08,1,1,,-1.0,-1.0,-1.0
37492,Orange Tunisie,TN,5,ACTIVE LOCAL ROV,20.92,0,3,,-1.0,-1.0,-1.0
23884,Proen Corp Public Company Limited.,TH,5,VULNERABLE STABLE,1.82,6,6,,-1.0,-1.0,-1.0
23855,Singapore Advanced Research and Education Network,SG,5,PARTIAL: VULNERABLE (Mixed),-1.0,1,4,,-1.0,-1.0,-1.0
23679,PT Media Antar Nusa,ID,5,VULNERABLE STABLE,1.22,4,4,,-1.0,-1.0,-1.0
209810,Netcore services s.r.o.,CZ,5,PARTIAL: VULNERABLE (Mixed),0.0,2,4,,-1.0,-1.0,-1.0
14745,Unitas Global,US,5,VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
14744,Unitas Global,US,5,VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
54483,GeoLinks,US,5,PASSIVE (Clean Pipe),0.0,0,6,,-1.0,-1.0,-1.0
15146,Cable Bahamas,BS,5,PARTIAL: VULNERABLE (Mixed),0.16,1,4,,-1.0,-1.0,-1.0
15085,"Immedion, LLC",US,5,PARTIAL: VULNERABLE (Mixed),-1.0,2,5,,-1.0,-1.0,-1.0
14979,Aeronet Wireless,PR,5,PARTIAL: VULNERABLE (Mixed),0.77,1,4,,-1.0,-1.0,-1.0
196922,Hofmeir Media GmbH,DE,5,PARTIAL: VULNERABLE (Mixed),-1.0,2,6,,-1.0,-1.0,-1.0
397095,Setson LLC,US,4,PASSIVE (Clean Pipe),-1.0,0,2,,-1.0,-1.0,-1.0
400212,VergeTel Group LLC,US,4,ACTIVE LOCAL ROV,-1.0,0,3,,-1.0,-1.0,-1.0
399077,Tcloudnet,US,4,PASSIVE (Clean Pipe),-1.0,0,5,,-1.0,-1.0,-1.0
398999,Sucura Networks Inc,CA,4,PARTIAL: VULNERABLE (Mixed),-1.0,2,5,,-1.0,-1.0,-1.0
398563,"MiBroadband, LLC",US,4,PASSIVE (Clean Pipe),-1.0,0,2,,-1.0,-1.0,-1.0
28907,"Internet Invest, Ltd.",US,4,PARTIAL: VULNERABLE (Mixed),-1.0,2,5,,-1.0,-1.0,-1.0
396422,3ds Communications LLC,US,4,PASSIVE (Clean Pipe),1.52,0,2,,-1.0,-1.0,-1.0
150196,PT Arthaloka Reka Teknologi,ID,4,VULNERABLE STABLE,0.0,2,2,,-1.0,-1.0,-1.0
9232,Ntte Global Network (Brand Name),HK,4,PARTIAL: VULNERABLE (Mixed),-1.0,4,5,,-1.0,-1.0,-1.0
197000,RIPE NCC - Anycast DNS,NL,4,PARTIAL: VULNERABLE (Mixed),-1.0,11,20,,-1.0,-1.0,-1.0
196749,BBANDA S.R.L.,IT,4,PARTIAL: VULNERABLE (Mixed),0.0,1,2,,-1.0,-1.0,-1.0
9500,One New Zealand Group Limited,NZ,4,PARTIAL: VULNERABLE (Mixed),0.11,2,10,,-1.0,-1.0,-1.0
28169,BITCOM PROVEDOR DE SERVICOS DE INTERNET LTDA,BR,4,PARTIAL: VULNERABLE (Mixed),0.11,2,4,,-1.0,-1.0,-1.0
28188,Pronto Net Ltda.,BR,4,PARTIAL: VULNERABLE (Mixed),0.69,20,21,,-1.0,-1.0,-1.0
28263,America-NET / Vero,BR,4,PARTIAL: VULNERABLE (Mixed),0.0,2,3,,-1.0,-1.0,-1.0
29611,Elite Limited,GB,4,PASSIVE (Clean Pipe),-1.0,0,3,,-1.0,-1.0,-1.0
328316,Point d'Atterissement Virtuel - Burkina Faso,BF,4,VULNERABLE STABLE,-1.0,2,2,,-1.0,-1.0,-1.0
272713,CDN Star Ltda,BR,4,PARTIAL: VULNERABLE (Mixed),-1.0,2,7,,-1.0,-1.0,-1.0
4818,DiGi Telecommunications Sdn. Bhd.,MY,4,PASSIVE (Clean Pipe),0.17,0,3,,-1.0,-1.0,-1.0
271126,ONDANET PE,BR,4,PARTIAL: VULNERABLE (Mixed),0.08,4,5,,-1.0,-1.0,-1.0
31452,ZAIN BAHRAIN B.S.C.,BH,4,VULNERABLE STABLE,0.41,5,5,,-1.0,-1.0,-1.0
31463,Redcentric Solutions Ltd,GB,4,VULNERABLE STABLE,-1.0,2,2,,-1.0,-1.0,-1.0
31115,INTRED S.P.A.,IT,4,PASSIVE (Clean Pipe),0.86,0,3,,-1.0,-1.0,-1.0
27976,Coop. de Servicios Públicos de Morteros Ltda.,AR,4,PASSIVE (Clean Pipe),0.26,0,2,,-1.0,-1.0,-1.0
32934,"Facebook, Inc.",US,4,PARTIAL: VULNERABLE (Mixed),100.0,4,15,,5.4,77.6,100.0
32145,OpenCape Corporation,US,4,PARTIAL: VULNERABLE (Mixed),-1.0,1,3,,-1.0,-1.0,-1.0
32489,Amanah Tech Inc.,CA,4,ACTIVE LOCAL ROV,0.0,0,3,,-1.0,-1.0,-1.0
27195,"EPIC Alliance, Inc.",US,4,PASSIVE (Clean Pipe),-1.0,0,3,,-1.0,-1.0,-1.0
135025,"Nexlogic Telecommunications Network, Inc.",PH,4,PARTIAL: VULNERABLE (Mixed),1.32,3,4,,-1.0,-1.0,-1.0
133847,Anpple Tech Enterprise,MY,4,PARTIAL: VULNERABLE (Mixed),-1.0,5,10,,-1.0,-1.0,-1.0
8895,King Abdul Aziz City for Science and Technology,SA,4,PARTIAL: VULNERABLE (Mixed),89.01,2,6,,13.8,42.5,91.1
198330,XEFI LYON SAS,FR,4,PASSIVE (Clean Pipe),-1.0,0,4,,-1.0,-1.0,-1.0
199348,Fibraweb S.p.A,IT,4,PASSIVE (Clean Pipe),-1.0,0,3,,-1.0,-1.0,-1.0
136969,KK Networks (Pvt) Ltd.,PK,4,VULNERABLE STABLE,0.48,2,2,,-1.0,-1.0,-1.0
135097,LUOGELANG (FRANCE) LIMITED,HK,4,Unverified (Transit/Peer?),-1.0,0,0,,-1.0,-1.0,-1.0
135795,Zeroshell Networks Private Limited,IN,4,VULNERABLE STABLE,0.0,2,2,,-1.0,-1.0,-1.0
10947,Mountain West Technologies Corporation,US,4,PARTIAL: VULNERABLE (Mixed),0.24,1,3,,-1.0,-1.0,-1.0
138854,PT Inter Medialink Solusi,ID,4,VULNERABLE STABLE,0.0,4,4,,-1.0,-1.0,-1.0
137095,Dm Lot Infotech Solutions Private Limited,IN,4,VULNERABLE STABLE,0.19,1,1,,-1.0,-1.0,-1.0
137109,Grace Teleinfra Pvt Ltd,IN,4,VULNERABLE STABLE,0.16,2,2,,-1.0,-1.0,-1.0
137331,PT Cloud Teknologi Nusantara,ID,4,PARTIAL: VULNERABLE (Mixed),1.0,1,3,,-1.0,-1.0,-1.0
135834,Multicraft Digital Technologies Private Limited,IN,4,VULNERABLE STABLE,0.11,5,5,,-1.0,-1.0,-1.0
140627,OneQode,AU,4,PARTIAL: VULNERABLE (Mixed),-1.0,2,8,,-1.0,-1.0,-1.0
139628,"Mega Truenet Communication Co., Ltd.",KH,4,PARTIAL: VULNERABLE (Mixed),2.63,3,7,,-1.0,-1.0,-1.0
567,Los Nettos,US,4,VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
200132,Peter-Paul Maria Kurstjens,NL,4,PARTIAL: VULNERABLE (Mixed),-1.0,2,6,,-1.0,-1.0,-1.0
132220,JPR Digital Pvt. Ltd.,IN,4,VULNERABLE STABLE,0.18,1,1,,-1.0,-1.0,-1.0
132996,Threesa Infoway Pvt.Ltd.,IN,4,VULNERABLE STABLE,0.11,1,1,,-1.0,-1.0,-1.0
131421,"Intercom Telecom., JSC",VN,4,VULNERABLE STABLE,-1.0,2,2,,-1.0,-1.0,-1.0
132040,Vital Data Ltd,NZ,4,VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
11924,"Montana Opticom, LLC",US,4,PARTIAL: VULNERABLE (Mixed),0.0,1,5,,-1.0,-1.0,-1.0
134014,NET 4 U SERVICES PVT LTD,IN,4,PARTIAL: VULNERABLE (Mixed),0.0,3,4,,-1.0,-1.0,-1.0
134148,SingAREN,SG,4,PARTIAL: VULNERABLE (Mixed),-1.0,3,5,,-1.0,-1.0,-1.0
134283,Flitzen Broadband Private Limited,IN,4,VULNERABLE STABLE,0.0,1,1,,-1.0,-1.0,-1.0
11714,Network Nebraska,US,4,PARTIAL: VULNERABLE (Mixed),2.17,1,3,,-1.0,-1.0,-1.0
11814,Distributel Communications Limited,CA,4,PASSIVE (Clean Pipe),4.4,0,1,,-1.0,-1.0,-1.0
133421,INNET SOLUTIONS SDN BHD,MY,4,PASSIVE (Clean Pipe),4.69,0,4,,-1.0,-1.0,-1.0
134674,TATA PLAY BROADBAND PRIVATE LIMITED,IN,4,VULNERABLE STABLE,0.04,2,2,,-1.0,-1.0,-1.0
134734,Velocity Networks Limited,BD,4,VULNERABLE STABLE,0.23,3,3,,-1.0,-1.0,-1.0
134932,VORTEX INFOWAY PRIVATE LIMITED,IN,4,VULNERABLE STABLE,0.09,1,1,,-1.0,-1.0,-1.0
62013,Societatea Comerciala Click-COM SRL,MD,4,VULNERABLE STABLE,0.0,3,3,,-1.0,-1.0,-1.0
62205,"Unitel, LLC",RU,4,PARTIAL: VULNERABLE (Mixed),-1.0,2,5,,-1.0,-1.0,-1.0
12502,Dr.-Ing. Nepustil & Co. GmbH Internet Service Center Ingenieurgesellschaft fuer Systemsoftware und Kommunikationstechnik,DE,4,ACTIVE LOCAL ROV,-1.0,0,3,,-1.0,-1.0,-1.0
12556,Internet Solutions (Kenya),KE,4,VULNERABLE STABLE,2.75,4,4,,-1.0,-1.0,-1.0
202932,Quanza B.V.,NL,4,PASSIVE (Clean Pipe),-1.0,0,2,,-1.0,-1.0,-1.0
200462,"Lennart Seitz trading as ""ETH-Services""",DE,4,PARTIAL: VULNERABLE (Mixed),-1.0,1,8,,-1.0,-1.0,-1.0
200759,Flow Swiss AG,CH,4,PARTIAL: VULNERABLE (Mixed),-1.0,3,5,,-1.0,-1.0,-1.0
200781,Tampnet AS,NO,4,PASSIVE (Clean Pipe),-1.0,0,3,,-1.0,-1.0,-1.0
200970,Riepert Informationstechnologie GmbH,AT,4,PARTIAL: VULNERABLE (Mixed),0.0,1,2,,-1.0,-1.0,-1.0
201211,Drugoy Telecom LLC,RU,4,PARTIAL: VULNERABLE (Mixed),-1.0,3,4,,-1.0,-1.0,-1.0
8676,PRT Systems Limited,GB,4,PARTIAL: VULNERABLE (Mixed),-1.0,2,4,,-1.0,-1.0,-1.0
8681,JT (Jersey) Limited,JE,4,PARTIAL: VULNERABLE (Mixed),99.58,1,3,,5.5,78.1,99.8
12307,Sandro Bolliger trading as Bolliger Network Solutions,CH,4,PARTIAL: VULNERABLE (Mixed),-1.0,2,4,,-1.0,-1.0,-1.0
12322,Free SAS,FR,4,PARTIAL: VULNERABLE (Mixed),99.78,1,4,,5.3,79.8,99.9
62887,"WhiteSky Communications, LLC.",US,4,PARTIAL: VULNERABLE (Mixed),0.03,2,6,,-1.0,-1.0,-1.0
62955,"eBay, Inc",US,4,PASSIVE (Clean Pipe),-1.0,0,6,,-1.0,-1.0,-1.0
59395,Southern Communications Ltd,GB,4,PARTIAL: VULNERABLE (Mixed),0.45,1,6,,-1.0,-1.0,-1.0
204860,NetX Networks a.s.,CZ,4,PASSIVE (Clean Pipe),-1.0,0,2,,-1.0,-1.0,-1.0
204941,"LLC ""Tsentralnaya Gorodskaya Set""",RU,4,VULNERABLE STABLE,-1.0,2,2,,-1.0,-1.0,-1.0
8540,AMA netwoRX GmbH,AT,4,PARTIAL: VULNERABLE (Mixed),0.42,2,9,,-1.0,-1.0,-1.0
202050,STIMO.NET SP. Z O.O.,PL,4,PARTIAL: VULNERABLE (Mixed),8.17,1,2,,-1.0,-1.0,-1.0
60793,Telefonica Tech (Cancom UK&I),GB,4,PASSIVE (Clean Pipe),-1.0,0,2,,-1.0,-1.0,-1.0
60900,Adrian Trifonov trading as Ssmidge Technologies,CA,4,PARTIAL: VULNERABLE (Mixed),-1.0,10,18,,-1.0,-1.0,-1.0
12737,"KrasPromStroy, LLC",RU,4,PARTIAL: VULNERABLE (Mixed),-1.0,3,4,,-1.0,-1.0,-1.0
61922,CNX TELECOM,BR,4,PARTIAL: VULNERABLE (Mixed),0.0,1,3,,-1.0,-1.0,-1.0
61923,SUNWAY TELECOM LTDA,BR,4,ACTIVE LOCAL ROV,99.66,0,2,,1.1,95.5,100.0
932,XNNET LLC,US,4,PARTIAL: VULNERABLE (Mixed),0.0,3,8,,-1.0,-1.0,-1.0
61588,DIGITAL PROVEDOR DE ACESSO A INTERNET LTDA,BR,4,PARTIAL: VULNERABLE (Mixed),0.25,1,3,,-1.0,-1.0,-1.0
61589,Hokinet - Internet Banda Larga,BR,4,PARTIAL: VULNERABLE (Mixed),-1.0,4,5,,-1.0,-1.0,-1.0
12577,MMC GmbH,AT,4,PASSIVE (Clean Pipe),-1.0,0,2,,-1.0,-1.0,-1.0
12618,Politechnika Bydgoska im. Jana i Jedrzeja Sniadeckich,PL,4,PARTIAL: VULNERABLE (Mixed),-1.0,2,3,,-1.0,-1.0,-1.0
63351,Southern Caribbean Fiber,GP,4,PARTIAL: VULNERABLE (Mixed),-1.0,1,3,,-1.0,-1.0,-1.0
57433,intercolo GmbH,DE,4,PARTIAL: VULNERABLE (Mixed),-1.0,1,3,,-1.0,-1.0,-1.0
205463,Pembe Gul Isguzar Karagoz,TR,4,VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
206120,KOESIO Networks SAS,FR,4,PASSIVE (Clean Pipe),-1.0,0,2,,-1.0,-1.0,-1.0
206264,Amarutu Technology Ltd,SC,4,PARTIAL: VULNERABLE (Mixed),-1.0,2,10,,-1.0,-1.0,-1.0
207044,Enet Telecommunications Networks Limited,IE,4,PASSIVE (Clean Pipe),0.0,0,2,,-1.0,-1.0,-1.0
8468,Cityfibre Limited,GB,4,PASSIVE (Clean Pipe),0.18,0,2,,-1.0,-1.0,-1.0
203779,NORDFIBER AS,NO,4,PARTIAL: VULNERABLE (Mixed),-1.0,1,4,,-1.0,-1.0,-1.0
57717,FiberXpress BV,NL,4,PASSIVE (Clean Pipe),11.61,0,5,,-1.0,-1.0,-1.0
57723,Media Telekom Sp. z o.o.,PL,4,PARTIAL: VULNERABLE (Mixed),-1.0,1,3,,-1.0,-1.0,-1.0
59497,Buknet LLC,UA,4,PARTIAL: VULNERABLE (Mixed),0.3,3,6,,-1.0,-1.0,-1.0
59583,Network Kazakhstan LLC,KZ,4,PARTIAL: VULNERABLE (Mixed),-1.0,2,3,,-1.0,-1.0,-1.0
59699,Lenfiber S.r.l.,IT,4,PASSIVE (Clean Pipe),-1.0,0,3,,-1.0,-1.0,-1.0
58821,PT Lintas Jaringan Nusantara,ID,4,VULNERABLE STABLE,0.44,7,7,,-1.0,-1.0,-1.0
58952,Frontiir Co. Ltd,MM,4,PARTIAL: VULNERABLE (Mixed),0.85,3,4,,-1.0,-1.0,-1.0
59908,BalaLink S.A.,ES,4,PASSIVE (Clean Pipe),-1.0,0,4,,-1.0,-1.0,-1.0
59278,PT Jaringan VNT Indonesia,ID,4,PARTIAL: VULNERABLE (Mixed),1.88,5,6,,-1.0,-1.0,-1.0
209554,ISIF OU,EE,4,PARTIAL: VULNERABLE (Mixed),0.0,4,5,,-1.0,-1.0,-1.0
209642,Mejiro Network Limited,HK,4,VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
209737,Meric Internet Teknolojileri A.S.,TR,4,VULNERABLE STABLE,-1.0,2,2,,-1.0,-1.0,-1.0
210000,TwentyWAN MB,LT,4,PARTIAL: VULNERABLE (Mixed),-1.0,8,10,,-1.0,-1.0,-1.0
208349,O2 Cloud LLC,RU,4,PARTIAL: VULNERABLE (Mixed),-1.0,3,6,,-1.0,-1.0,-1.0
209022,Tschajera Limited,GB,4,PARTIAL: VULNERABLE (Mixed),-1.0,1,4,,-1.0,-1.0,-1.0
55785,ISP Limited,NZ,4,PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0
55900,GLBB Japan KK,JP,4,PASSIVE (Clean Pipe),0.3,0,4,,-1.0,-1.0,-1.0
55990,Huawei Cloud Service data center,CN,4,PARTIAL: VULNERABLE (Mixed),3.06,14,15,,-1.0,-1.0,-1.0
14114,SAP NIE,US,4,PARTIAL: VULNERABLE (Mixed),-1.0,3,9,,-1.0,-1.0,-1.0
55309,Minh Tu Telecom Limited Company,VN,4,PARTIAL: VULNERABLE (Mixed),47.0,5,6,,-1.0,-1.0,-1.0
13445,Cisco Webex LLC,US,4,PARTIAL: VULNERABLE (Mixed),-1.0,5,18,,-1.0,-1.0,-1.0
56704,Farice ehf,IS,4,PASSIVE (Clean Pipe),-1.0,0,3,,-1.0,-1.0,-1.0
