asn,name,cc,cone,verdict,apnic_score,dirty,total,atlas_verdict,peers_cloudflare
30206,The Royal Bank of Scotland Financial Markets,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30207,Edleman Public Relat,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30177,"Point Broadband Fiber Holding, LLC",US,0,SECURE (Full Coverage),96.3,0,2,,
30197,"Best Western International, Inc.",US,0,SECURE (Full Coverage),-1.0,0,2,,
30252,"BURNS & MCDONNELL, INC.",US,0,SECURE (Full Coverage),-1.0,0,1,,
30255,"New York Genome Center, Inc.",US,0,VULNERABLE (No Coverage),-1.0,2,2,,
30223,Supreme Allied Commander Transformation (SACT),XX,0,DEAD / INACTIVE,-1.0,0,0,,
30224,"Disney Worldwide Services, Inc.",US,0,PARTIAL (Mixed Feeds),-1.0,2,3,,
30225,Nextera Communications LLC,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30226,"Ntirety, Inc.",XX,0,DEAD / INACTIVE,-1.0,0,0,,
30227,Cambridge Public Health Commission,US,0,VULNERABLE (No Coverage),-1.0,1,1,,
30228,"Teva Pharmaceuticals USA, INC",US,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
30229,"SE2, Inc",US,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
3023,U.S. Sprint,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30230,Continent 8 LLC,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30231,Arcadia University,US,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
30214,Cisco Systems Ironport Division,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30233,Paychex Inc.,US,0,VULNERABLE (No Coverage),-1.0,1,1,,
30234,WebHostPlus Inc,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30235,Twinservers Hosting Solutions Inc.,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30236,Cronomagic Canada Inc.,CA,0,VULNERABLE (No Coverage),-1.0,4,4,,
30237,"Chaney Systems, Inc.",US,0,SECURE (Full Coverage),-1.0,0,1,,
30208,Cass Clay Wireless,US,0,VULNERABLE (No Coverage),-1.0,1,1,,
30209,"DataPipe, Inc.",XX,0,DEAD / INACTIVE,-1.0,0,0,,
3021,U.S. Sprint,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30210,Goldsmith Solutions,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30211,"Gallatin Wireless Internet, LLC",US,0,SECURE (Full Coverage),-1.0,0,1,,
30212,"Hypermedia Systems, Inc.",US,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
30213,Charter Communications LLC,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30232,M3 Consulting LLC,US,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
30370,APTUM MANAGED SERVICES (CANADA) INC.,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30373,Windstream Communications LLC,US,0,SECURE (Full Coverage),-1.0,0,1,,
30374,"Blackfoot Telephone Cooperative, Inc.",XX,0,DEAD / INACTIVE,-1.0,0,0,,
30375,"Teva Pharmaceuticals USA, INC",XX,0,DEAD / INACTIVE,-1.0,0,0,,
30376,College of St. Scholastica,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30377,"MacStadium, Inc.",US,0,VULNERABLE (No Coverage),-1.0,3,3,,
30346,Sumitomo Mitsui Banking Corporation,US,0,PARTIAL (Mixed Feeds),-1.0,3,4,,
30347,IBERIABANK CORPORATION,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30348,UAP Inc.,CA,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
30349,Paycor,XX,0,DEAD / INACTIVE,-1.0,0,0,,
3035,U.S. Sprint,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30295,Smartt Inc.,CA,0,PARTIAL (Mixed Feeds),-1.0,1,3,,
30351,IX Reach Ltd,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30353,International Mission Board of the Southern Baptist Convention,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30354,Netrix LLC,US,0,VULNERABLE (No Coverage),-1.0,1,1,,
30355,Genesys IT Solutions,CA,0,VULNERABLE (No Coverage),0.0,2,2,,
30356,Blue Cross Blue Shield of Michigan Mutual Insurance,US,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
30357,Wm. Wrigley Jr. CompaNY,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30358,"SHC Direct, LLC",XX,0,DEAD / INACTIVE,-1.0,0,0,,
30359,"Avid Communications, LLC",XX,0,DEAD / INACTIVE,-1.0,0,0,,
3036,U.S. Sprint,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30360,Charter Communications LLC,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30331,St. Vincent Hospital,US,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
30332,"Partylite Gifts, Inc.",XX,0,DEAD / INACTIVE,-1.0,0,0,,
30350,Region VII Education Service Center,US,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
30406,"Think On, Inc.",CA,0,VULNERABLE (No Coverage),-1.0,1,1,,
30378,"Miron Construction Co., Inc.",US,0,VULNERABLE (No Coverage),-1.0,2,2,,
30379,Parish of Jefferson,US,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
3038,U.S. Sprint,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30380,"Newfold Digital, Inc.",XX,0,DEAD / INACTIVE,-1.0,0,0,,
30381,JIMAMBA LLC,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30382,IPtelX,US,0,PARTIAL (Mixed Feeds),-1.0,2,3,,
30383,General Motors LLC,US,0,PARTIAL (Mixed Feeds),0.0,8,11,,
30384,Guild Mortgage Company LLC,US,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
30385,Perdue Farms Incorporated,US,0,SECURE (Full Coverage),-1.0,0,2,,
30386,"ACI Worldwide, Inc.",XX,0,DEAD / INACTIVE,-1.0,0,0,,
30387,National Institutes of Health,US,0,VULNERABLE (No Coverage),-1.0,1,1,,
3037,U.S. Sprint,XX,0,DEAD / INACTIVE,-1.0,0,0,,
3039,U.S. Sprint,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30390,Imerys Pigments,US,0,VULNERABLE (No Coverage),-1.0,3,3,,
30391,"ISC INTERNATIONAL, LTD.",XX,0,DEAD / INACTIVE,-1.0,0,0,,
30392,The Advisory Board Company,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30361,"Swiftwill, Inc.",NL,0,VULNERABLE (No Coverage),-1.0,1,1,,
30363,Global Response Corporation,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30364,"TanMar Communications, LLC",US,0,VULNERABLE (No Coverage),-1.0,1,1,,
30365,Pittsburgh Internet Exchange,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30366,"Rhythmic Technologies, Inc.",US,0,SECURE (Full Coverage),-1.0,0,2,,
30367,Strategic Value Partners,US,0,VULNERABLE (No Coverage),-1.0,2,2,,
30368,AMERICAN ACADEMY OF FAMILY PHYSICIANS,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30369,Kentucky Employers' Mutual Insurance,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30388,FOREFRONT WIRELESS LLC,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30330,"Automotive Rentals, Inc.",US,0,PARTIAL (Mixed Feeds),-1.0,1,3,,
30301,"INTRUST Bank, N.A.",US,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
30302,"ASPEN DENTAL MANAGEMENT, INC.",US,0,PARTIAL (Mixed Feeds),-1.0,2,3,,
30303,"Ooma, Inc.",US,0,PARTIAL (Mixed Feeds),-1.0,4,7,,
30304,LTD COMMODITIES LLC,US,0,SECURE (Full Coverage),-1.0,0,1,,
30305,"Black Knight IP Holding Company, LLC",US,0,SECURE (Full Coverage),-1.0,0,3,,
30307,Kasumi Networks NA LLC,US,0,VULNERABLE (No Coverage),-1.0,1,1,,
30308,Mid-Atlantic Corporate Federal Credit Union,US,0,VULNERABLE (No Coverage),-1.0,1,1,,
30309,"Internet Exposure, Inc.",US,0,SECURE (Full Coverage),-1.0,0,1,,
3031,U.S. Sprint,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30310,Mutual of America Life Insurance Company,US,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
30311,"Disney Worldwide Services, Inc.",US,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
30333,ASCD,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30313,Internal Revenue Service,US,0,VULNERABLE (No Coverage),-1.0,1,1,,
30314,Kansas Research and Education Network,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30315,IBM Cloud,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30316,PacketIX Route Server,KR,0,IXP / Peer / Stub,-1.0,0,0,,
30288,"ANRO, Inc.",XX,0,DEAD / INACTIVE,-1.0,0,0,,
30289,Advanced Network SOlutions,XX,0,DEAD / INACTIVE,-1.0,0,0,,
3029,U.S. Sprint,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30290,Western Ohio Computer Organization,US,0,SECURE (Full Coverage),-1.0,0,1,,
30291,"Delmarva Foundation for Medical Care, Inc.",US,0,SECURE (Full Coverage),-1.0,0,1,,
30292,AEG,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30293,SOUTHCO INC,US,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
30294,Familynet Inc.,PR,0,VULNERABLE (No Coverage),0.0,1,1,,
30312,Netgate,US,0,VULNERABLE (No Coverage),-1.0,1,1,,
30334,The Park National Corporation,US,0,SECURE (Full Coverage),-1.0,0,2,,
30335,Walla Walla University,US,0,VULNERABLE (No Coverage),-1.0,2,2,,
30338,CFI,US,0,SECURE (Full Coverage),-1.0,0,1,,
30339,Davis & Gilbert LLP,US,0,SECURE (Full Coverage),-1.0,0,2,,
3034,U.S. Sprint,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30340,"TierPoint, LLC",XX,0,DEAD / INACTIVE,-1.0,0,0,,
30341,South Central Telephone Association,US,0,SECURE (Full Coverage),97.86,0,1,,
30342,Tennessee Emergency Management Agency,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30343,"Check Point Software Technologies, Inc.",US,0,SECURE (Full Coverage),-1.0,0,1,,
30344,365.hosting,US,0,VULNERABLE (No Coverage),-1.0,1,1,,
30345,CountrWide Insurance Company,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30317,WIT,US,0,SECURE (Full Coverage),-1.0,0,1,,
3033,U.S. Sprint,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30319,QMEDTRIX SYSTEMS INC.,XX,0,DEAD / INACTIVE,-1.0,0,0,,
3032,U.S. Sprint,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30320,"Kia America, Inc.",US,0,PARTIAL (Mixed Feeds),-1.0,4,7,,
30321,Burning Man,US,0,PARTIAL (Mixed Feeds),-1.0,2,3,,
30322,"Fusion, LLC",XX,0,DEAD / INACTIVE,-1.0,0,0,,
30323,The County of Oxford,CA,0,VULNERABLE (No Coverage),-1.0,2,2,,
30324,SaskEnergy Inc.,CA,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
30325,South Slope Cooperative Telephone Company,US,0,PARTIAL (Mixed Feeds),0.0,2,3,,
30326,Universal Micro Technologies Corp,US,0,VULNERABLE (No Coverage),-1.0,1,1,,
30327,Alfa Mutual Insurance Company,US,0,PARTIAL (Mixed Feeds),-1.0,2,3,,
30328,Liberty Mutual Group,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30329,"Sparkplug Southwest, LLC.",XX,0,DEAD / INACTIVE,-1.0,0,0,,
30318,GWP HOLDINGS LLC,XX,0,DEAD / INACTIVE,-1.0,0,0,,
131221,Petchaburi Rajabhat University,TH,0,VULNERABLE (No Coverage),-1.0,1,1,,
131222,GamerDating Ltd,GB,0,SECURE (Full Coverage),-1.0,0,1,,
131223,NTT COMMUNICATIONS INDIA NETWORK SERVICES PRIVATE LIMITED,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30053,DUQUESNE CAPITAL MANAGEMENT LLC,US,0,SECURE (Full Coverage),-1.0,0,1,,
30054,The College of Westchester,US,0,VULNERABLE (No Coverage),-1.0,1,1,,
30055,Crosslake Communications,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30056,Avail Media,US,0,SECURE (Full Coverage),-1.0,0,2,,
30057,"Forcepoint, LLC",XX,0,DEAD / INACTIVE,-1.0,0,0,,
3006,U.S. Sprint,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30060,Verisign Anycast US 2J,US,0,PARTIAL (Mixed Feeds),-1.0,5,6,,
30061,Winsupply Inc.,US,0,SECURE (Full Coverage),-1.0,0,2,,
30178,College of Southern Idaho,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30063,"SWITCH, LTD",XX,0,DEAD / INACTIVE,-1.0,0,0,,
30064,"Frontier Communications of America, Inc.",XX,0,DEAD / INACTIVE,-1.0,0,0,,
30065,"Dietz & Watson, Inc.",US,0,VULNERABLE (No Coverage),-1.0,1,1,,
30066,Norwegian Cruise Line Holdings Ltd.,US,0,PARTIAL (Mixed Feeds),-1.0,1,3,,
30067,"Anne Arundel County, Maryland",US,0,VULNERABLE (No Coverage),-1.0,1,1,,
30068,SkyTrac Systems LTD,CA,0,VULNERABLE (No Coverage),-1.0,1,1,,
30038,"Andrena, Inc.",US,0,SECURE (Active Local ROV),97.01,1,3,,
30039,Smith and Nephew - Endoscopy,US,0,VULNERABLE (No Coverage),-1.0,1,1,,
3004,U.S. Sprint,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30040,"Amundi Asset Management US, Inc.",XX,0,DEAD / INACTIVE,-1.0,0,0,,
30042,Boerboel LLC,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30043,ResortInternet,US,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
30062,Tetra Tech EM Inc.,XX,0,DEAD / INACTIVE,-1.0,0,0,,
131226,Indian Institute Of Technology Roorkee,IN,0,VULNERABLE (No Coverage),0.49,1,1,,
131227,Yrless Ltd,XX,0,DEAD / INACTIVE,-1.0,0,0,,
131228,Philippine National Bank AS,XX,0,DEAD / INACTIVE,-1.0,0,0,,
131229,"Provider of cheap, reliable dedicated hosting in Australia",XX,0,DEAD / INACTIVE,-1.0,0,0,,
30077,SB-IX,BL,0,VULNERABLE (No Coverage),-1.0,1,1,,
30078,Hunt Building Corporation,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30079,iQuid Inc.,XX,0,DEAD / INACTIVE,-1.0,0,0,,
3008,U.S. Sprint,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30080,Arnold Magnetic Technologies Corporation,US,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
30082,QS1 Data Systems,US,0,PARTIAL (Mixed Feeds),-1.0,4,6,,
30083,velia.net,DE,0,PARTIAL (Mixed Feeds),0.4,1,4,,
30084,1544913 B.C. LTD.,XX,0,DEAD / INACTIVE,-1.0,0,0,,
131220,FINCA Microfinance Bank Limited,PK,0,SECURE (Full Coverage),-1.0,0,1,,
30086,iStreet Solutions,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30069,Verizon Business,XX,0,DEAD / INACTIVE,-1.0,0,0,,
3007,U.S. Sprint,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30070,The Hershey Company,US,0,PARTIAL (Mixed Feeds),-1.0,2,4,,
30071,"TowardEX Technologies International, Inc.",AU,0,SECURE (Full Coverage),-1.0,0,1,,
30074,WiFiber Corp.,US,0,VULNERABLE (No Coverage),-1.0,1,1,,
30075,Lake Washington School District #414,US,0,PARTIAL (Mixed Feeds),-1.0,2,3,,
30076,"Tegria Services Group - US, Inc.",US,0,SECURE (Full Coverage),-1.0,0,2,,
131215,116 MADHAV DARSHAN,IN,0,VULNERABLE (No Coverage),0.59,2,2,,
131216,Saharea Hossain t/a Authentic Network,BD,0,VULNERABLE (No Coverage),0.52,1,1,,
131217,8 Kallang Sector,SG,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
131218,Innodata Lanka Pvt Ltd,LK,0,SECURE (Full Coverage),-1.0,0,1,,
30085,"isoHunt Web Technologies, Inc.",XX,0,DEAD / INACTIVE,-1.0,0,0,,
30008,"ColoGuys, Inc.",US,0,SECURE (Full Coverage),-1.0,0,1,,
30009,First American Payment Systems Inc.,US,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
3001,U.S. Sprint,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30010,DE-CIX North America Inc.,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30011,"Messer North America, Inc.",US,0,VULNERABLE (No Coverage),-1.0,2,2,,
30012,"Universal Music Group, INC.",US,0,PARTIAL (Mixed Feeds),-1.0,19,31,,
30013,Pixar,US,0,SECURE (Full Coverage),-1.0,0,2,,
30014,"EDF Renewables, Inc.",CA,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
30015,"JAB Wireless, INC.",XX,0,DEAD / INACTIVE,-1.0,0,0,,
30017,Acrobat Telecom Inc.,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30018,"Red Gap Communications, Inc.",US,0,PARTIAL (Mixed Feeds),-1.0,2,3,,
30044,Miami Valley Communications Council,XX,0,DEAD / INACTIVE,-1.0,0,0,,
3002,U.S. Sprint,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30020,BENFIELD HOLDINGS INC,XX,0,DEAD / INACTIVE,-1.0,0,0,,
29994,"Mark Mahle, LLC",XX,0,DEAD / INACTIVE,-1.0,0,0,,
29995,"2nd Story Software, Inc.",XX,0,DEAD / INACTIVE,-1.0,0,0,,
29996,Arnold & Porter Kaye Scholer LLP,XX,0,DEAD / INACTIVE,-1.0,0,0,,
29997,"Vitalwerks Internet Solutions, LLC",US,0,PARTIAL (Mixed Feeds),-1.0,10,14,,
29998,ZoyAR Inc,XX,0,DEAD / INACTIVE,-1.0,0,0,,
29999,PureVoltage Hosting Inc.,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30,SRI International,XX,0,DEAD / INACTIVE,-1.0,0,0,,
300,United States Department of Defense (DoD),US,0,VULNERABLE (No Coverage),-1.0,1,1,,
3000,U.S. Sprint,BR,0,VULNERABLE (No Coverage),-1.0,1,1,,
30000,Kramer Levin Naftalis & Frankel LLP,US,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
30019,BLOODWORKS NORTHWEST,US,0,VULNERABLE (No Coverage),-1.0,1,1,,
30045,University Health Network,CA,0,VULNERABLE (No Coverage),0.0,2,2,,
30046,Erie Indemnity Company,US,0,PARTIAL (Mixed Feeds),-1.0,1,3,,
30047,SNAPFISH LLC,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30048,Convergia Inc.,CA,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
30049,Metropolitan Transit Authority of Harris County,US,0,VULNERABLE (No Coverage),-1.0,1,1,,
3005,U.S. Sprint,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30050,Marathon Asset,US,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
30051,Santa Clara County,US,0,PARTIAL (Mixed Feeds),-1.0,3,4,,
30052,Wayne County Airport Authority,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30021,"SonicWALL, Inc.",US,0,PARTIAL (Mixed Feeds),-1.0,2,5,,
30022,Gemological Institute of America,US,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
30023,CyrusOne LLC,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30007,Incomm,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30025,Richmond-IX Corporation,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30026,"Woodward, Inc.",XX,0,DEAD / INACTIVE,-1.0,0,0,,
30027,S & T COMMUNICATIONS LLC,US,0,SECURE (Full Coverage),97.94,0,4,,
30028,Xplore Inc.,XX,0,DEAD / INACTIVE,-1.0,0,0,,
3003,U.S. Sprint,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30030,"Wal-Mart Stores, Inc.",US,0,PARTIAL (Mixed Feeds),-1.0,3,6,,
30031,Mimecast North America Inc,US,0,PARTIAL (Mixed Feeds),-1.0,3,4,,
30032,Genesis Wireless,US,0,IXP / Peer / Stub,-1.0,0,0,,
30033,"Big Ten Network, LLC",XX,0,DEAD / INACTIVE,-1.0,0,0,,
30034,"The Vermont Country Store, Inc.",XX,0,DEAD / INACTIVE,-1.0,0,0,,
30035,"Mobilcomm, Inc",US,0,VULNERABLE (No Coverage),-1.0,2,2,,
30037,"Fiserv Solutions, LLC",US,0,VULNERABLE (No Coverage),-1.0,1,1,,
30024,Carriox Services LLC,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30145,PCUC Acquisition LLC,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30146,TIBCO Software Inc.,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30148,Sucuri,US,0,PARTIAL (Mixed Feeds),-1.0,1,5,,
30149,"The Goldman Sachs Group, Inc.",US,0,PARTIAL (Mixed Feeds),-1.0,2,4,,
3015,U.S. Sprint,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30150,Exegy Incorporated,US,0,PARTIAL (Mixed Feeds),-1.0,2,4,,
30151,"Silver Lake Internet, LLC",US,0,VULNERABLE (No Coverage),-1.0,2,2,,
30152,Pala Band Of Mission Indians,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30153,Bridon American Corporation,US,0,VULNERABLE (No Coverage),-1.0,2,2,,
30154,Davenport University,US,0,VULNERABLE (No Coverage),-1.0,2,2,,
30155,The Lake Louise Ski Area Ltd.,XX,0,DEAD / INACTIVE,-1.0,0,0,,
131225,CS Energy Ltd,AU,0,VULNERABLE (No Coverage),-1.0,1,1,,
30157,"Equinix, Inc.",XX,0,DEAD / INACTIVE,-1.0,0,0,,
30158,Look Holdings Ltd.,CA,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
30159,"Equinix, Inc.",US,0,IXP / Peer / Stub,-1.0,0,0,,
30130,ISC F-ROOT YYZ1,CA,0,IXP / Peer / Stub,-1.0,0,0,,
30131,ISC F-ROOT CLT1,US,0,IXP / Peer / Stub,-1.0,0,0,,
30133,ISC F-ROOT NUL0,US,0,VULNERABLE (No Coverage),-1.0,1,1,,
30134,ISC F-ROOT LAS1,US,0,IXP / Peer / Stub,-1.0,0,0,,
30135,Microsoft Corporation,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30136,Adams 12,US,0,VULNERABLE (No Coverage),-1.0,2,2,,
30137,"SPIDERROCK HOLDINGS, LLC",XX,0,DEAD / INACTIVE,-1.0,0,0,,
30138,Artech Information Systems LLC,US,0,VULNERABLE (No Coverage),-1.0,2,2,,
30139,United Technology Services Group Inc.,US,0,SECURE (Full Coverage),-1.0,0,1,,
30156,BDG Technologies LLC,US,0,VULNERABLE (No Coverage),-1.0,1,1,,
30179,DWS,US,0,SECURE (Full Coverage),-1.0,0,1,,
3018,U.S. Sprint,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30181,Intuit Inc.,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30182,ZION BROADBAND INC,US,0,VULNERABLE (No Coverage),0.0,2,2,,
30183,Hard Rock Hotel and Casino Atlantic City,US,0,VULNERABLE (No Coverage),-1.0,2,2,,
30184,RESI,US,0,SECURE (Full Coverage),-1.0,0,1,,
30185,City of Rochester,US,0,VULNERABLE (No Coverage),-1.0,1,1,,
30186,Cloud Sync Inc,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30187,Broward County,US,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
30188,Televergence Solutions Inc.,US,0,SECURE (Full Coverage),-1.0,0,2,,
3019,U.S. Sprint,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30190,Saia Motor Freight Line,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30175,EPICOR,US,0,PARTIAL (Mixed Feeds),-1.0,6,10,,
30192,Hume Lake Christian Camps,US,0,VULNERABLE (No Coverage),-1.0,1,1,,
3016,U.S. Sprint,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30160,Windstream Communications LLC,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30161,Semrush Inc.,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30163,General Electric Company,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30164,Great Plains Communications LLC,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30166,Ex3,US,0,VULNERABLE (No Coverage),-1.0,1,1,,
30169,Western Light and Tower Company Inc,XX,0,DEAD / INACTIVE,-1.0,0,0,,
3017,U.S. Sprint,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30171,"NASCAR Holdings, LLC",XX,0,DEAD / INACTIVE,-1.0,0,0,,
30172,"Citizens Bank, National Association",US,0,PARTIAL (Mixed Feeds),-1.0,2,3,,
30173,"RSM McGladrey, Inc.",XX,0,DEAD / INACTIVE,-1.0,0,0,,
30191,Alluvion Communications,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30107,West Ada School District,US,0,VULNERABLE (No Coverage),-1.0,1,1,,
30108,"EnLink Midstream Operating, LP",US,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
30109,Medallia Inc.,US,0,PARTIAL (Mixed Feeds),-1.0,3,5,,
3011,U.S. Sprint,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30111,Commonwealth Automobile Reinsurers,US,0,SECURE (Full Coverage),-1.0,0,1,,
30112,AMERICAN LAND TITLE ASSOCIATION,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30113,Dematic Corp.,US,0,VULNERABLE (No Coverage),-1.0,2,2,,
30114,Decima LLC,US,0,PARTIAL (Mixed Feeds),-1.0,4,5,,
30115,FreeConferenceCall.com,US,0,PARTIAL (Mixed Feeds),-1.0,1,4,,
30087,Automobile Protection Corporation,US,0,SECURE (Full Coverage),-1.0,0,1,,
30088,Woodland Hills School District,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30089,Eastman Credit Union,US,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
3014,U.S. Sprint,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30090,"Community Cable & Broadband, Inc.",XX,0,DEAD / INACTIVE,-1.0,0,0,,
30091,"Access Cable Television, Inc.",US,0,SECURE (Active Local ROV),100.0,1,2,,
30092,ASSERTIVENET,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30093,DBOT ATS llc,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30095,"Group M Worldwide, LLC",XX,0,DEAD / INACTIVE,-1.0,0,0,,
30096,Sumter County Board of County Commissioners,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30097,NuWave,US,0,PARTIAL (Mixed Feeds),-1.0,1,3,,
30098,Farm Bureau Insurance,US,0,SECURE (Full Coverage),-1.0,0,2,,
30099,Cogeco Peer 1 (USA) Inc.,XX,0,DEAD / INACTIVE,-1.0,0,0,,
301,Air Force Systems Networking,XX,0,DEAD / INACTIVE,-1.0,0,0,,
3010,U.S. Sprint,XX,0,DEAD / INACTIVE,-1.0,0,0,,
131224,SGC-Cloud Alliance Limited,HK,0,VULNERABLE (No Coverage),-1.0,2,2,,
3009,U.S. Sprint,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30140,BOSTON PROPERTIES LIMITED PARTNERSHIP,US,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
30141,Democratic National Committee,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30143,KBR,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30144,BQ Internet Corporation,US,0,VULNERABLE (No Coverage),-1.0,1,1,,
